"event","channel","filtering","station","epidistance","station_latitude","station_longitude","Vs_30_value","site_type_binary","groundmotion","amplitude","component","groundmotion_bis","filtering_bis"
"swansea","Bchan","10Hz","SWN1",143.377,51.5132,-1.8003,503,"Soil","Max_Sa_0.05_s",2.71791731659966,"maximum","Sa(T=0.05 s)","low frequency filtering (10 Hz)"
"swansea","Bchan","25Hz","CWF",203.161,52.7385,-1.3077,1050,"Rock","Max_Sa_0.05_s",1.47551512827961,"maximum","Sa(T=0.05 s)","high frequency filtering (35 Hz)"
"swansea","Bchan","25Hz","HPK",285.216,53.9582,-1.6242,760,"Soil","Max_Sa_0.05_s",0.669121998322197,"maximum","Sa(T=0.05 s)","high frequency filtering (35 Hz)"
"swansea","Bchan","25Hz","MCH1",62.603,51.9973,-2.9983,760,"Soil","Max_Sa_0.05_s",2.10338500425009,"maximum","Sa(T=0.05 s)","high frequency filtering (35 Hz)"
"swansea","Bchan","25Hz","STNC",183.88,53.0913,-2.2062,760,"Soil","Max_Sa_0.05_s",1.48226563342667,"maximum","Sa(T=0.05 s)","high frequency filtering (35 Hz)"
"swansea","Bchan","25Hz","SWN1",143.377,51.5132,-1.8003,503,"Soil","Max_Sa_0.05_s",3.20269524168556,"maximum","Sa(T=0.05 s)","high frequency filtering (35 Hz)"
"swansea","Hchan","10Hz","CWF",203.161,52.7385,-1.3077,1050,"Rock","Max_Sa_0.05_s",0.483144487336728,"maximum","Sa(T=0.05 s)","low frequency filtering (10 Hz)"
"swansea","Hchan","10Hz","HPK",285.216,53.9582,-1.6242,760,"Soil","Max_Sa_0.05_s",0.615911042642509,"maximum","Sa(T=0.05 s)","low frequency filtering (10 Hz)"
"swansea","Hchan","10Hz","MCH1",62.603,51.9973,-2.9983,760,"Soil","Max_Sa_0.05_s",0.714898661599352,"maximum","Sa(T=0.05 s)","low frequency filtering (10 Hz)"
"swansea","Hchan","10Hz","STNC",183.88,53.0913,-2.2062,760,"Soil","Max_Sa_0.05_s",1.4450572701459,"maximum","Sa(T=0.05 s)","low frequency filtering (10 Hz)"
"swansea","Hchan","10Hz","SWN1",143.377,51.5132,-1.8003,503,"Soil","Max_Sa_0.05_s",2.74491238975132,"maximum","Sa(T=0.05 s)","low frequency filtering (10 Hz)"
"swansea","Hchan","35Hz","CWF",203.161,52.7385,-1.3077,1050,"Rock","Max_Sa_0.05_s",1.62194302444448,"maximum","Sa(T=0.05 s)","high frequency filtering (35 Hz)"
"swansea","Hchan","35Hz","HPK",285.216,53.9582,-1.6242,760,"Soil","Max_Sa_0.05_s",0.730584684294651,"maximum","Sa(T=0.05 s)","high frequency filtering (35 Hz)"
"swansea","Hchan","35Hz","MCH1",62.603,51.9973,-2.9983,760,"Soil","Max_Sa_0.05_s",2.55527754990599,"maximum","Sa(T=0.05 s)","high frequency filtering (35 Hz)"
"swansea","Hchan","35Hz","STNC",183.88,53.0913,-2.2062,760,"Soil","Max_Sa_0.05_s",1.59367854381467,"maximum","Sa(T=0.05 s)","high frequency filtering (35 Hz)"
"swansea","Hchan","35Hz","SWN1",143.377,51.5132,-1.8003,503,"Soil","Max_Sa_0.05_s",3.31338207352037,"maximum","Sa(T=0.05 s)","high frequency filtering (35 Hz)"
"folkestone","Hchan","10Hz","CWF",249.564,52.7385,-1.3077,1050,"Rock","Max_Sa_0.1_s",0.215241473833711,"maximum","Sa(T=0.1s)","low frequency filtering (10 Hz)"
"folkestone","Hchan","10Hz","HPK",370.225,53.9582,-1.6242,760,"Soil","Max_Sa_0.1_s",0.126833143562364,"maximum","Sa(T=0.1s)","low frequency filtering (10 Hz)"
"folkestone","Hchan","10Hz","MCH1",305.837,51.9973,-2.9983,760,"Soil","Max_Sa_0.1_s",0.081251587195089,"maximum","Sa(T=0.1s)","low frequency filtering (10 Hz)"
"folkestone","Hchan","10Hz","STNC",320.291,53.0913,-2.2062,760,"Soil","Max_Sa_0.1_s",0.102833086268167,"maximum","Sa(T=0.1s)","low frequency filtering (10 Hz)"
"folkestone","Hchan","10Hz","SWN1",212.155,51.5132,-1.8003,503,"Soil","Max_Sa_0.1_s",0.218913346544068,"maximum","Sa(T=0.1s)","low frequency filtering (10 Hz)"
"folkestone","Hchan","35Hz","CWF",249.564,52.7385,-1.3077,1050,"Rock","Max_Sa_0.1_s",0.303293781604729,"maximum","Sa(T=0.1s)","high frequency filtering (35 Hz)"
"folkestone","Hchan","35Hz","HPK",370.225,53.9582,-1.6242,760,"Soil","Max_Sa_0.1_s",0.190000248909162,"maximum","Sa(T=0.1s)","high frequency filtering (35 Hz)"
"folkestone","Hchan","35Hz","MCH1",305.837,51.9973,-2.9983,760,"Soil","Max_Sa_0.1_s",0.140251575317627,"maximum","Sa(T=0.1s)","high frequency filtering (35 Hz)"
"folkestone","Hchan","35Hz","STNC",320.291,53.0913,-2.2062,760,"Soil","Max_Sa_0.1_s",0.149472562020391,"maximum","Sa(T=0.1s)","high frequency filtering (35 Hz)"
"folkestone","Hchan","35Hz","SWN1",212.155,51.5132,-1.8003,503,"Soil","Max_Sa_0.1_s",0.280759972113058,"maximum","Sa(T=0.1s)","high frequency filtering (35 Hz)"
"rasen","Bchan","10Hz","CWF",98.559,52.7385,-1.3077,1050,"Rock","Max_Sa_0.1_s",27.4005991275572,"maximum","Sa(T=0.1s)","low frequency filtering (10 Hz)"
"rasen","Bchan","10Hz","MCH1",238.518,51.9973,-2.9983,760,"Soil","Max_Sa_0.1_s",2.76309160993705,"maximum","Sa(T=0.1s)","low frequency filtering (10 Hz)"
"rasen","Bchan","25Hz","CWF",98.559,52.7385,-1.3077,1050,"Rock","Max_Sa_0.1_s",37.5400842948627,"maximum","Sa(T=0.1s)","high frequency filtering (35 Hz)"
"rasen","Bchan","25Hz","MCH1",238.518,51.9973,-2.9983,760,"Soil","Max_Sa_0.1_s",3.76559249118754,"maximum","Sa(T=0.1s)","high frequency filtering (35 Hz)"
"rasen","Hchan","10Hz","CWF",98.559,52.7385,-1.3077,1050,"Rock","Max_Sa_0.1_s",27.5765280780914,"maximum","Sa(T=0.1s)","low frequency filtering (10 Hz)"
"rasen","Hchan","10Hz","HPK",105.701,53.9582,-1.6242,760,"Soil","Max_Sa_0.1_s",31.3105475438136,"maximum","Sa(T=0.1s)","low frequency filtering (10 Hz)"
"rasen","Hchan","10Hz","MCH1",238.518,51.9973,-2.9983,760,"Soil","Max_Sa_0.1_s",3.0376986189069,"maximum","Sa(T=0.1s)","low frequency filtering (10 Hz)"
"rasen","Hchan","10Hz","STNC",129.869,53.0913,-2.2062,760,"Soil","Max_Sa_0.1_s",12.0351422740493,"maximum","Sa(T=0.1s)","low frequency filtering (10 Hz)"
"rasen","Hchan","10Hz","SWN1",232.518,51.5132,-1.8003,503,"Soil","Max_Sa_0.1_s",4.3875031972195,"maximum","Sa(T=0.1s)","low frequency filtering (10 Hz)"
"rasen","Hchan","35Hz","CWF",98.559,52.7385,-1.3077,1050,"Rock","Max_Sa_0.1_s",39.2703257786705,"maximum","Sa(T=0.1s)","high frequency filtering (35 Hz)"
"rasen","Hchan","35Hz","HPK",105.701,53.9582,-1.6242,760,"Soil","Max_Sa_0.1_s",39.7876832569018,"maximum","Sa(T=0.1s)","high frequency filtering (35 Hz)"
"rasen","Hchan","35Hz","MCH1",238.518,51.9973,-2.9983,760,"Soil","Max_Sa_0.1_s",4.07113351753491,"maximum","Sa(T=0.1s)","high frequency filtering (35 Hz)"
"rasen","Hchan","35Hz","STNC",129.869,53.0913,-2.2062,760,"Soil","Max_Sa_0.1_s",17.0961419473146,"maximum","Sa(T=0.1s)","high frequency filtering (35 Hz)"
"rasen","Hchan","35Hz","SWN1",232.518,51.5132,-1.8003,503,"Soil","Max_Sa_0.1_s",5.78871662589141,"maximum","Sa(T=0.1s)","high frequency filtering (35 Hz)"
"swansea","Bchan","10Hz","CWF",203.161,52.7385,-1.3077,1050,"Rock","Max_Sa_0.1_s",1.42349964162423,"maximum","Sa(T=0.1s)","low frequency filtering (10 Hz)"
"swansea","Bchan","10Hz","HPK",285.216,53.9582,-1.6242,760,"Soil","Max_Sa_0.1_s",1.00708078722181,"maximum","Sa(T=0.1s)","low frequency filtering (10 Hz)"
"swansea","Bchan","10Hz","MCH1",62.603,51.9973,-2.9983,760,"Soil","Max_Sa_0.1_s",1.86351566359112,"maximum","Sa(T=0.1s)","low frequency filtering (10 Hz)"
"swansea","Bchan","10Hz","STNC",183.88,53.0913,-2.2062,760,"Soil","Max_Sa_0.1_s",2.27410865758586,"maximum","Sa(T=0.1s)","low frequency filtering (10 Hz)"
"swansea","Bchan","10Hz","SWN1",143.377,51.5132,-1.8003,503,"Soil","Max_Sa_0.1_s",6.11727675669672,"maximum","Sa(T=0.1s)","low frequency filtering (10 Hz)"
"swansea","Bchan","25Hz","CWF",203.161,52.7385,-1.3077,1050,"Rock","Max_Sa_0.1_s",2.78006392053692,"maximum","Sa(T=0.1s)","high frequency filtering (35 Hz)"
"swansea","Bchan","25Hz","HPK",285.216,53.9582,-1.6242,760,"Soil","Max_Sa_0.1_s",1.18214920618563,"maximum","Sa(T=0.1s)","high frequency filtering (35 Hz)"
"swansea","Bchan","25Hz","MCH1",62.603,51.9973,-2.9983,760,"Soil","Max_Sa_0.1_s",3.28030702165772,"maximum","Sa(T=0.1s)","high frequency filtering (35 Hz)"
"swansea","Bchan","25Hz","STNC",183.88,53.0913,-2.2062,760,"Soil","Max_Sa_0.1_s",3.05495266762362,"maximum","Sa(T=0.1s)","high frequency filtering (35 Hz)"
"swansea","Bchan","25Hz","SWN1",143.377,51.5132,-1.8003,503,"Soil","Max_Sa_0.1_s",8.82933434914064,"maximum","Sa(T=0.1s)","high frequency filtering (35 Hz)"
"swansea","Hchan","10Hz","CWF",203.161,52.7385,-1.3077,1050,"Rock","Max_Sa_0.1_s",1.62121996510619,"maximum","Sa(T=0.1s)","low frequency filtering (10 Hz)"
"swansea","Hchan","10Hz","HPK",285.216,53.9582,-1.6242,760,"Soil","Max_Sa_0.1_s",1.11458756274454,"maximum","Sa(T=0.1s)","low frequency filtering (10 Hz)"
"swansea","Hchan","10Hz","MCH1",62.603,51.9973,-2.9983,760,"Soil","Max_Sa_0.1_s",1.95668485247823,"maximum","Sa(T=0.1s)","low frequency filtering (10 Hz)"
"swansea","Hchan","10Hz","STNC",183.88,53.0913,-2.2062,760,"Soil","Max_Sa_0.1_s",2.30682821409414,"maximum","Sa(T=0.1s)","low frequency filtering (10 Hz)"
"swansea","Hchan","10Hz","SWN1",143.377,51.5132,-1.8003,503,"Soil","Max_Sa_0.1_s",6.23853488359063,"maximum","Sa(T=0.1s)","low frequency filtering (10 Hz)"
"swansea","Hchan","35Hz","CWF",203.161,52.7385,-1.3077,1050,"Rock","Max_Sa_0.1_s",2.9441294094487,"maximum","Sa(T=0.1s)","high frequency filtering (35 Hz)"
"swansea","Hchan","35Hz","HPK",285.216,53.9582,-1.6242,760,"Soil","Max_Sa_0.1_s",1.35191463330285,"maximum","Sa(T=0.1s)","high frequency filtering (35 Hz)"
"swansea","Hchan","35Hz","MCH1",62.603,51.9973,-2.9983,760,"Soil","Max_Sa_0.1_s",3.44792679702464,"maximum","Sa(T=0.1s)","high frequency filtering (35 Hz)"
"swansea","Hchan","35Hz","STNC",183.88,53.0913,-2.2062,760,"Soil","Max_Sa_0.1_s",3.16066930057209,"maximum","Sa(T=0.1s)","high frequency filtering (35 Hz)"
"swansea","Hchan","35Hz","SWN1",143.377,51.5132,-1.8003,503,"Soil","Max_Sa_0.1_s",9.18192342179156,"maximum","Sa(T=0.1s)","high frequency filtering (35 Hz)"
"folkestone","Hchan","10Hz","CWF",249.564,52.7385,-1.3077,1050,"Rock","Max_Sa_0.2_s",0.170308300418481,"maximum","Sa(T=0.2s)","low frequency filtering (10 Hz)"
"folkestone","Hchan","10Hz","HPK",370.225,53.9582,-1.6242,760,"Soil","Max_Sa_0.2_s",0.16473914394161,"maximum","Sa(T=0.2s)","low frequency filtering (10 Hz)"
"folkestone","Hchan","10Hz","MCH1",305.837,51.9973,-2.9983,760,"Soil","Max_Sa_0.2_s",0.0732980823593819,"maximum","Sa(T=0.2s)","low frequency filtering (10 Hz)"
"folkestone","Hchan","10Hz","STNC",320.291,53.0913,-2.2062,760,"Soil","Max_Sa_0.2_s",0.187348040655113,"maximum","Sa(T=0.2s)","low frequency filtering (10 Hz)"
"folkestone","Hchan","10Hz","SWN1",212.155,51.5132,-1.8003,503,"Soil","Max_Sa_0.2_s",0.377483096747479,"maximum","Sa(T=0.2s)","low frequency filtering (10 Hz)"
"folkestone","Hchan","35Hz","CWF",249.564,52.7385,-1.3077,1050,"Rock","Max_Sa_0.2_s",0.174168359481459,"maximum","Sa(T=0.2s)","high frequency filtering (35 Hz)"
"folkestone","Hchan","35Hz","HPK",370.225,53.9582,-1.6242,760,"Soil","Max_Sa_0.2_s",0.165131200789935,"maximum","Sa(T=0.2s)","high frequency filtering (35 Hz)"
"folkestone","Hchan","35Hz","MCH1",305.837,51.9973,-2.9983,760,"Soil","Max_Sa_0.2_s",0.0732006587212881,"maximum","Sa(T=0.2s)","high frequency filtering (35 Hz)"
"folkestone","Hchan","35Hz","STNC",320.291,53.0913,-2.2062,760,"Soil","Max_Sa_0.2_s",0.188134110498269,"maximum","Sa(T=0.2s)","high frequency filtering (35 Hz)"
"folkestone","Hchan","35Hz","SWN1",212.155,51.5132,-1.8003,503,"Soil","Max_Sa_0.2_s",0.378272730928578,"maximum","Sa(T=0.2s)","high frequency filtering (35 Hz)"
"rasen","Bchan","10Hz","CWF",98.559,52.7385,-1.3077,1050,"Rock","Max_Sa_0.2_s",24.0894568485726,"maximum","Sa(T=0.2s)","low frequency filtering (10 Hz)"
"rasen","Bchan","10Hz","MCH1",238.518,51.9973,-2.9983,760,"Soil","Max_Sa_0.2_s",2.89696185790337,"maximum","Sa(T=0.2s)","low frequency filtering (10 Hz)"
"rasen","Bchan","25Hz","CWF",98.559,52.7385,-1.3077,1050,"Rock","Max_Sa_0.2_s",24.4808238137784,"maximum","Sa(T=0.2s)","high frequency filtering (35 Hz)"
"rasen","Bchan","25Hz","MCH1",238.518,51.9973,-2.9983,760,"Soil","Max_Sa_0.2_s",2.9205332483351,"maximum","Sa(T=0.2s)","high frequency filtering (35 Hz)"
"rasen","Hchan","10Hz","CWF",98.559,52.7385,-1.3077,1050,"Rock","Max_Sa_0.2_s",25.2004967368196,"maximum","Sa(T=0.2s)","low frequency filtering (10 Hz)"
"rasen","Hchan","10Hz","HPK",105.701,53.9582,-1.6242,760,"Soil","Max_Sa_0.2_s",61.9199031355865,"maximum","Sa(T=0.2s)","low frequency filtering (10 Hz)"
"rasen","Hchan","10Hz","MCH1",238.518,51.9973,-2.9983,760,"Soil","Max_Sa_0.2_s",2.94494477590256,"maximum","Sa(T=0.2s)","low frequency filtering (10 Hz)"
"rasen","Hchan","10Hz","STNC",129.869,53.0913,-2.2062,760,"Soil","Max_Sa_0.2_s",10.4722740568943,"maximum","Sa(T=0.2s)","low frequency filtering (10 Hz)"
"rasen","Hchan","10Hz","SWN1",232.518,51.5132,-1.8003,503,"Soil","Max_Sa_0.2_s",8.30305109331591,"maximum","Sa(T=0.2s)","low frequency filtering (10 Hz)"
"rasen","Hchan","35Hz","CWF",98.559,52.7385,-1.3077,1050,"Rock","Max_Sa_0.2_s",25.5267268361283,"maximum","Sa(T=0.2s)","high frequency filtering (35 Hz)"
"rasen","Hchan","35Hz","HPK",105.701,53.9582,-1.6242,760,"Soil","Max_Sa_0.2_s",62.7240500698015,"maximum","Sa(T=0.2s)","high frequency filtering (35 Hz)"
"rasen","Hchan","35Hz","MCH1",238.518,51.9973,-2.9983,760,"Soil","Max_Sa_0.2_s",2.95962931395087,"maximum","Sa(T=0.2s)","high frequency filtering (35 Hz)"
"rasen","Hchan","35Hz","STNC",129.869,53.0913,-2.2062,760,"Soil","Max_Sa_0.2_s",10.5363143584545,"maximum","Sa(T=0.2s)","high frequency filtering (35 Hz)"
"rasen","Hchan","35Hz","SWN1",232.518,51.5132,-1.8003,503,"Soil","Max_Sa_0.2_s",8.3402695665599,"maximum","Sa(T=0.2s)","high frequency filtering (35 Hz)"
"swansea","Bchan","10Hz","CWF",203.161,52.7385,-1.3077,1050,"Rock","Max_Sa_0.2_s",1.10723215875336,"maximum","Sa(T=0.2s)","low frequency filtering (10 Hz)"
"swansea","Bchan","10Hz","HPK",285.216,53.9582,-1.6242,760,"Soil","Max_Sa_0.2_s",2.28594917354327,"maximum","Sa(T=0.2s)","low frequency filtering (10 Hz)"
"swansea","Bchan","10Hz","MCH1",62.603,51.9973,-2.9983,760,"Soil","Max_Sa_0.2_s",1.2915870931463,"maximum","Sa(T=0.2s)","low frequency filtering (10 Hz)"
"swansea","Bchan","10Hz","STNC",183.88,53.0913,-2.2062,760,"Soil","Max_Sa_0.2_s",4.02852268669834,"maximum","Sa(T=0.2s)","low frequency filtering (10 Hz)"
"swansea","Bchan","10Hz","SWN1",143.377,51.5132,-1.8003,503,"Soil","Max_Sa_0.2_s",7.16721228104704,"maximum","Sa(T=0.2s)","low frequency filtering (10 Hz)"
"swansea","Bchan","25Hz","CWF",203.161,52.7385,-1.3077,1050,"Rock","Max_Sa_0.2_s",1.14401002199179,"maximum","Sa(T=0.2s)","high frequency filtering (35 Hz)"
"swansea","Bchan","25Hz","HPK",285.216,53.9582,-1.6242,760,"Soil","Max_Sa_0.2_s",2.28960688474817,"maximum","Sa(T=0.2s)","high frequency filtering (35 Hz)"
"swansea","Bchan","25Hz","MCH1",62.603,51.9973,-2.9983,760,"Soil","Max_Sa_0.2_s",1.2461486276071,"maximum","Sa(T=0.2s)","high frequency filtering (35 Hz)"
"swansea","Bchan","25Hz","STNC",183.88,53.0913,-2.2062,760,"Soil","Max_Sa_0.2_s",4.00396262135372,"maximum","Sa(T=0.2s)","high frequency filtering (35 Hz)"
"swansea","Bchan","25Hz","SWN1",143.377,51.5132,-1.8003,503,"Soil","Max_Sa_0.2_s",7.22514314098485,"maximum","Sa(T=0.2s)","high frequency filtering (35 Hz)"
"swansea","Hchan","10Hz","CWF",203.161,52.7385,-1.3077,1050,"Rock","Max_Sa_0.2_s",1.15185669863664,"maximum","Sa(T=0.2s)","low frequency filtering (10 Hz)"
"swansea","Hchan","10Hz","HPK",285.216,53.9582,-1.6242,760,"Soil","Max_Sa_0.2_s",2.31401324196269,"maximum","Sa(T=0.2s)","low frequency filtering (10 Hz)"
"swansea","Hchan","10Hz","MCH1",62.603,51.9973,-2.9983,760,"Soil","Max_Sa_0.2_s",1.32723634881051,"maximum","Sa(T=0.2s)","low frequency filtering (10 Hz)"
"swansea","Hchan","10Hz","STNC",183.88,53.0913,-2.2062,760,"Soil","Max_Sa_0.2_s",4.23617806225668,"maximum","Sa(T=0.2s)","low frequency filtering (10 Hz)"
"swansea","Hchan","10Hz","SWN1",143.377,51.5132,-1.8003,503,"Soil","Max_Sa_0.2_s",7.480123011036,"maximum","Sa(T=0.2s)","low frequency filtering (10 Hz)"
"swansea","Hchan","35Hz","CWF",203.161,52.7385,-1.3077,1050,"Rock","Max_Sa_0.2_s",1.17660805634314,"maximum","Sa(T=0.2s)","high frequency filtering (35 Hz)"
"swansea","Hchan","35Hz","HPK",285.216,53.9582,-1.6242,760,"Soil","Max_Sa_0.2_s",2.33004448707649,"maximum","Sa(T=0.2s)","high frequency filtering (35 Hz)"
"swansea","Hchan","35Hz","MCH1",62.603,51.9973,-2.9983,760,"Soil","Max_Sa_0.2_s",1.31526889237059,"maximum","Sa(T=0.2s)","high frequency filtering (35 Hz)"
"swansea","Hchan","35Hz","STNC",183.88,53.0913,-2.2062,760,"Soil","Max_Sa_0.2_s",4.20366648485359,"maximum","Sa(T=0.2s)","high frequency filtering (35 Hz)"
"swansea","Hchan","35Hz","SWN1",143.377,51.5132,-1.8003,503,"Soil","Max_Sa_0.2_s",7.52906725822918,"maximum","Sa(T=0.2s)","high frequency filtering (35 Hz)"
"folkestone","Hchan","10Hz","CWF",249.564,52.7385,-1.3077,1050,"Rock","Max_Sa_0.3_s",0.090088261242925,"maximum","Sa(T=0.3s)","low frequency filtering (10 Hz)"
"folkestone","Hchan","10Hz","HPK",370.225,53.9582,-1.6242,760,"Soil","Max_Sa_0.3_s",0.149871144583887,"maximum","Sa(T=0.3s)","low frequency filtering (10 Hz)"
"folkestone","Hchan","10Hz","MCH1",305.837,51.9973,-2.9983,760,"Soil","Max_Sa_0.3_s",0.0572221997979231,"maximum","Sa(T=0.3s)","low frequency filtering (10 Hz)"
"folkestone","Hchan","10Hz","STNC",320.291,53.0913,-2.2062,760,"Soil","Max_Sa_0.3_s",0.178479927568509,"maximum","Sa(T=0.3s)","low frequency filtering (10 Hz)"
"folkestone","Hchan","10Hz","SWN1",212.155,51.5132,-1.8003,503,"Soil","Max_Sa_0.3_s",0.233963938160569,"maximum","Sa(T=0.3s)","low frequency filtering (10 Hz)"
"folkestone","Hchan","35Hz","CWF",249.564,52.7385,-1.3077,1050,"Rock","Max_Sa_0.3_s",0.0901677181014147,"maximum","Sa(T=0.3s)","high frequency filtering (35 Hz)"
"folkestone","Hchan","35Hz","HPK",370.225,53.9582,-1.6242,760,"Soil","Max_Sa_0.3_s",0.149918848817541,"maximum","Sa(T=0.3s)","high frequency filtering (35 Hz)"
"folkestone","Hchan","35Hz","MCH1",305.837,51.9973,-2.9983,760,"Soil","Max_Sa_0.3_s",0.0572727765648603,"maximum","Sa(T=0.3s)","high frequency filtering (35 Hz)"
"folkestone","Hchan","35Hz","STNC",320.291,53.0913,-2.2062,760,"Soil","Max_Sa_0.3_s",0.178407825899162,"maximum","Sa(T=0.3s)","high frequency filtering (35 Hz)"
"folkestone","Hchan","35Hz","SWN1",212.155,51.5132,-1.8003,503,"Soil","Max_Sa_0.3_s",0.234343825639305,"maximum","Sa(T=0.3s)","high frequency filtering (35 Hz)"
"rasen","Bchan","10Hz","CWF",98.559,52.7385,-1.3077,1050,"Rock","Max_Sa_0.3_s",7.55359270505526,"maximum","Sa(T=0.3s)","low frequency filtering (10 Hz)"
"rasen","Bchan","10Hz","MCH1",238.518,51.9973,-2.9983,760,"Soil","Max_Sa_0.3_s",2.43091723400481,"maximum","Sa(T=0.3s)","low frequency filtering (10 Hz)"
"rasen","Bchan","25Hz","CWF",98.559,52.7385,-1.3077,1050,"Rock","Max_Sa_0.3_s",7.74073179608409,"maximum","Sa(T=0.3s)","high frequency filtering (35 Hz)"
"rasen","Bchan","25Hz","MCH1",238.518,51.9973,-2.9983,760,"Soil","Max_Sa_0.3_s",2.42292400471639,"maximum","Sa(T=0.3s)","high frequency filtering (35 Hz)"
"rasen","Hchan","10Hz","CWF",98.559,52.7385,-1.3077,1050,"Rock","Max_Sa_0.3_s",7.7341640840466,"maximum","Sa(T=0.3s)","low frequency filtering (10 Hz)"
"rasen","Hchan","10Hz","HPK",105.701,53.9582,-1.6242,760,"Soil","Max_Sa_0.3_s",29.0732677842658,"maximum","Sa(T=0.3s)","low frequency filtering (10 Hz)"
"rasen","Hchan","10Hz","MCH1",238.518,51.9973,-2.9983,760,"Soil","Max_Sa_0.3_s",2.48219701454422,"maximum","Sa(T=0.3s)","low frequency filtering (10 Hz)"
"rasen","Hchan","10Hz","STNC",129.869,53.0913,-2.2062,760,"Soil","Max_Sa_0.3_s",9.65152080301173,"maximum","Sa(T=0.3s)","low frequency filtering (10 Hz)"
"rasen","Hchan","10Hz","SWN1",232.518,51.5132,-1.8003,503,"Soil","Max_Sa_0.3_s",5.59804149023502,"maximum","Sa(T=0.3s)","low frequency filtering (10 Hz)"
"rasen","Hchan","35Hz","CWF",98.559,52.7385,-1.3077,1050,"Rock","Max_Sa_0.3_s",8.07287833343952,"maximum","Sa(T=0.3s)","high frequency filtering (35 Hz)"
"rasen","Hchan","35Hz","HPK",105.701,53.9582,-1.6242,760,"Soil","Max_Sa_0.3_s",28.9009466205046,"maximum","Sa(T=0.3s)","high frequency filtering (35 Hz)"
"rasen","Hchan","35Hz","MCH1",238.518,51.9973,-2.9983,760,"Soil","Max_Sa_0.3_s",2.46846881235036,"maximum","Sa(T=0.3s)","high frequency filtering (35 Hz)"
"rasen","Hchan","35Hz","STNC",129.869,53.0913,-2.2062,760,"Soil","Max_Sa_0.3_s",9.71968433795688,"maximum","Sa(T=0.3s)","high frequency filtering (35 Hz)"
"rasen","Hchan","35Hz","SWN1",232.518,51.5132,-1.8003,503,"Soil","Max_Sa_0.3_s",5.5873510505624,"maximum","Sa(T=0.3s)","high frequency filtering (35 Hz)"
"swansea","Bchan","10Hz","CWF",203.161,52.7385,-1.3077,1050,"Rock","Max_Sa_0.3_s",0.440069862170017,"maximum","Sa(T=0.3s)","low frequency filtering (10 Hz)"
"swansea","Bchan","10Hz","HPK",285.216,53.9582,-1.6242,760,"Soil","Max_Sa_0.3_s",1.2118052624637,"maximum","Sa(T=0.3s)","low frequency filtering (10 Hz)"
"swansea","Bchan","10Hz","MCH1",62.603,51.9973,-2.9983,760,"Soil","Max_Sa_0.3_s",0.709285438900149,"maximum","Sa(T=0.3s)","low frequency filtering (10 Hz)"
"swansea","Bchan","10Hz","STNC",183.88,53.0913,-2.2062,760,"Soil","Max_Sa_0.3_s",2.37821212705322,"maximum","Sa(T=0.3s)","low frequency filtering (10 Hz)"
"swansea","Bchan","10Hz","SWN1",143.377,51.5132,-1.8003,503,"Soil","Max_Sa_0.3_s",5.7431736521162,"maximum","Sa(T=0.3s)","low frequency filtering (10 Hz)"
"swansea","Bchan","25Hz","CWF",203.161,52.7385,-1.3077,1050,"Rock","Max_Sa_0.3_s",0.447740918310069,"maximum","Sa(T=0.3s)","high frequency filtering (35 Hz)"
"swansea","Bchan","25Hz","HPK",285.216,53.9582,-1.6242,760,"Soil","Max_Sa_0.3_s",1.21254668412216,"maximum","Sa(T=0.3s)","high frequency filtering (35 Hz)"
"swansea","Bchan","25Hz","MCH1",62.603,51.9973,-2.9983,760,"Soil","Max_Sa_0.3_s",0.734751671225897,"maximum","Sa(T=0.3s)","high frequency filtering (35 Hz)"
"swansea","Bchan","25Hz","STNC",183.88,53.0913,-2.2062,760,"Soil","Max_Sa_0.3_s",2.38371366194155,"maximum","Sa(T=0.3s)","high frequency filtering (35 Hz)"
"swansea","Bchan","25Hz","SWN1",143.377,51.5132,-1.8003,503,"Soil","Max_Sa_0.3_s",5.78868831607849,"maximum","Sa(T=0.3s)","high frequency filtering (35 Hz)"
"swansea","Hchan","10Hz","CWF",203.161,52.7385,-1.3077,1050,"Rock","Max_Sa_0.3_s",0.450625643100672,"maximum","Sa(T=0.3s)","low frequency filtering (10 Hz)"
"swansea","Hchan","10Hz","HPK",285.216,53.9582,-1.6242,760,"Soil","Max_Sa_0.3_s",1.23611649126339,"maximum","Sa(T=0.3s)","low frequency filtering (10 Hz)"
"swansea","Hchan","10Hz","MCH1",62.603,51.9973,-2.9983,760,"Soil","Max_Sa_0.3_s",0.715434075697808,"maximum","Sa(T=0.3s)","low frequency filtering (10 Hz)"
"swansea","Hchan","10Hz","STNC",183.88,53.0913,-2.2062,760,"Soil","Max_Sa_0.3_s",2.38925464505693,"maximum","Sa(T=0.3s)","low frequency filtering (10 Hz)"
"swansea","Hchan","10Hz","SWN1",143.377,51.5132,-1.8003,503,"Soil","Max_Sa_0.3_s",5.77924237474141,"maximum","Sa(T=0.3s)","low frequency filtering (10 Hz)"
